title,console,publisher,developer,total_sale,na_sale,pal_sale,japan_sale,other_sale,release_date
Need for Speed Underground 2    ,PS2,Electronic Arts  ,EA Black Box  ,6.90m,2.71m,3.02m,0.08m,1.09m,15th Nov 04  
Forza Motorsport 3    ,X360,Microsoft Game Studios  ,Turn 10 Studios  ,5.50m,2.99m,1.90m,0.10m,0.51m,27th Oct 09  
Mario Kart: Super Circuit    ,GBA,Nintendo  ,Intelligent Systems  ,5.47m,2.62m,1.64m,0.99m,0.23m,26th Aug 01  
Diddy Kong Racing    ,N64,Nintendo  ,Rare Ltd.  ,4.88m,2.91m,0.99m,0.89m,0.10m,24th Nov 97  
Crash Team Racing    ,PS,Sony Computer Entertainment  ,Naughty Dog  ,4.79m,2.57m,1.57m,0.44m,0.21m,30th Sep 99  
The Simpsons: Hit & Run    ,PS2,VU Games  ,Radical Entertainment  ,4.70m,1.73m,2.19m,N/A,0.79m,16th Sep 03  
Forza Motorsport 4    ,X360,Microsoft Studios  ,Turn 10 Studio  ,4.60m,2.08m,1.98m,0.06m,0.49m,11th Oct 11  
Need for Speed: Most Wanted    ,PS2,Electronic Arts  ,EA Canada  ,4.37m,2.03m,1.79m,0.08m,0.47m,15th Nov 05  
Gran Turismo 5 Prologue    ,PS3,Sony Computer Entertainment  ,Polyphony Digital  ,4.20m,1.28m,1.83m,0.57m,0.52m,15th Apr 08  
Excitebike    ,NES,Nintendo  ,Nintendo R&D1  ,4.16m,2.04m,0.48m,1.57m,0.07m,18th Oct 85  
Forza Motorsport 2    ,X360,Microsoft Game Studios  ,Turn 10 Studios  ,4.05m,2.35m,1.27m,0.03m,0.41m,29th May 07  
Forza Horizon 3    ,XOne,Microsoft Studios  ,Playground Games  ,3.93m,1.64m,1.96m,0.02m,0.32m,27th Sep 16  
MotorStorm    ,PS3,Sony Computer Entertainment  ,Evolution Studios  ,3.87m,1.53m,1.61m,0.06m,0.67m,06th Mar 07  
Gran Turismo Sport    ,PS4,Sony Interactive Entertainment  ,Polyphony Digital  ,3.77m,0.63m,2.35m,0.24m,0.54m,17th Oct 17  
Midnight Club 3: DUB Edition    ,PSP,Rockstar Games  ,Rockstar Leeds  ,3.66m,1.65m,1.22m,N/A,0.79m,27th Jun 05  
The Simpsons: Road Rage    ,PS2,Electronic Arts  ,Radical Entertainment  ,3.61m,2.02m,1.17m,N/A,0.42m,24th Nov 01  
Gran Turismo 6    ,PS3,Sony Computer Entertainment America  ,Polyphony Digital  ,3.54m,0.77m,1.87m,0.41m,0.49m,06th Dec 13  
F-1 Race    ,GB,Nintendo  ,Nintendo  ,3.41m,1.73m,0.69m,0.59m,0.40m,01st Feb 91  
Gran Turismo (PSP)    ,PSP,Sony Computer Entertainment  ,Polyphony Digital  ,3.27m,0.51m,1.59m,0.31m,0.86m,01st Oct 09  
Need for Speed III: Hot Pursuit    ,PS,Electronic Arts  ,EA Canada  ,3.12m,2.14m,0.86m,N/A,0.13m,25th Mar 98  
Star Wars Episode I Racer    ,N64,LucasArts  ,LucasArts  ,3.12m,2.31m,0.62m,0.14m,0.04m,19th May 99  
Wave Race 64    ,N64,Nintendo  ,Nintendo EAD  ,2.94m,1.98m,0.58m,0.34m,0.04m,05th Nov 96  
Gran Turismo    ,PSP,Sony Computer Entertainment  ,Polyphony Digital  ,2.93m,0.43m,1.40m,0.31m,0.78m,01st Oct 09  
Colin McRae Rally    ,PS,Sony Computer Entertainment  ,Codemasters  ,2.87m,0.09m,2.43m,0.12m,0.22m,31st Jan 00  
F-Zero    ,SNES,Nintendo  ,Nintendo EAD  ,2.85m,1.37m,0.51m,0.89m,0.07m,13th Aug 91  
Gran Turismo (PSP)    ,PSN,Sony Computer Entertainment  ,Polyphony Digital  ,2.82m,0.43m,0.91m,0.31m,1.16m,01st Oct 09  
Need for Speed: Hot Pursuit    ,PS3,Electronic Arts  ,Criterion Games  ,2.81m,1.05m,1.24m,0.03m,0.49m,16th Nov 10  
Need for Speed: Most Wanted (2012)    ,PS3,Electronic Arts  ,Criterion Games  ,2.74m,0.71m,1.52m,0.06m,0.45m,30th Oct 12  
Need for Speed (2015)    ,PS4,Electronic Arts  ,Ghost Games  ,2.72m,0.59m,1.66m,0.06m,0.41m,03rd Nov 15  
Burnout 3: Takedown    ,PS2,Electronic Arts  ,Criterion Games  ,2.68m,1.23m,1.11m,N/A,0.34m,07th Sep 04  
Need for Speed: Shift    ,PS3,Electronic Arts  ,Slightly Mad Studios  ,2.65m,0.69m,1.40m,0.04m,0.52m,15th Sep 09  
Midnight Club: Street Racing    ,PS2,Rockstar Games  ,Angel Studios  ,2.63m,2.00m,0.47m,0.02m,0.14m,25th Oct 00  
Crazy Taxi    ,PS2,Acclaim Entertainment  ,Hitmaker  ,2.52m,1.13m,1.12m,0.06m,0.22m,14th May 01  
Midnight Club: Los Angeles    ,PS3,Rockstar Games  ,Rockstar San Diego  ,2.50m,1.59m,0.54m,0.05m,0.33m,20th Oct 08  
Pure    ,X360,Disney Interactive Studios  ,Black Rock Studio  ,2.47m,1.38m,0.84m,0.00m,0.25m,16th Sep 08  
Twisted Metal 2    ,PS,Sony Computer Entertainment  ,SingleTrac  ,2.44m,2.12m,0.25m,N/A,0.07m,31st Oct 96  
Need for Speed Carbon: Own the City    ,PSP,Electronic Arts  ,EA Black Box  ,2.42m,0.87m,0.97m,N/A,0.58m,31st Oct 06  
ATV Offroad Fury    ,PS2,Sony Computer Entertainment  ,Rainbow Studios  ,2.41m,2.07m,0.26m,N/A,0.08m,05th Feb 01  
Need for Speed: ProStreet    ,PS2,Electronic Arts  ,EA Black Box  ,2.41m,0.69m,0.00m,0.04m,1.68m,13th Nov 07  
Forza Motorsport 5    ,XOne,Microsoft Studios  ,Turn 10 Studios  ,2.40m,1.28m,0.90m,0.01m,0.21m,22nd Nov 13  
Midnight Club: Los Angeles    ,X360,Rockstar Games  ,Rockstar San Diego  ,2.40m,1.72m,0.45m,0.01m,0.22m,20th Oct 08  
Driveclub    ,PS4,Sony Computer Entertainment  ,Evolution Studios  ,2.37m,0.37m,1.63m,0.02m,0.36m,07th Oct 14  
Need for Speed: High Stakes    ,PS,Electronic Arts  ,EA Canada  ,2.31m,1.58m,0.64m,N/A,0.09m,01st Mar 99  
Need for Speed Underground 2    ,XB,Electronic Arts  ,EA Black Box  ,2.28m,1.38m,0.80m,N/A,0.10m,15th Nov 04  
TOCA Championship Racing    ,PS,3DO  ,Codemasters  ,2.28m,0.07m,2.00m,0.02m,0.18m,29th Aug 98  
Need for Speed: Hot Pursuit    ,X360,Electronic Arts  ,Criterion Games  ,2.20m,1.03m,0.96m,0.00m,0.21m,16th Nov 10  
Need for Speed: Payback    ,PS4,Electronic Arts  ,Ghost Games  ,2.18m,0.62m,1.18m,0.04m,0.34m,10th Nov 17  
ATV Offroad Fury 2    ,PS2,Sony Computer Entertainment  ,Rainbow Studios  ,2.18m,1.92m,0.20m,N/A,0.06m,09th Nov 02  
Need for Speed Rivals    ,PS4,Electronic Arts  ,Ghost Games  ,2.17m,0.75m,1.04m,0.03m,0.35m,15th Nov 13  
Project Gotham Racing    ,XB,Microsoft  ,Bizarre Creations  ,2.12m,1.37m,0.61m,0.05m,0.09m,14th Nov 01  
Need for Speed: Hot Pursuit 2    ,PS2,Electronic Arts  ,EA Seattle  ,2.11m,1.68m,0.31m,0.02m,0.09m,01st Oct 02  
Project Gotham Racing (JP weekly sales)    ,XB,Microsoft  ,Bizarre Creations  ,2.10m,1.54m,0.44m,0.04m,0.07m,22nd Feb 02  
Need for Speed: Most Wanted 5-1-0    ,PSP,Electronic Arts  ,EA Black Box  ,2.09m,1.77m,0.13m,0.02m,0.17m,15th Nov 05  
R.C. Pro-Am    ,NES,Nintendo  ,Rare Ltd.  ,2.07m,1.18m,0.52m,0.37m,N/A,01st Feb 88  
R4: Ridge Racer Type 4    ,PS,Namco  ,Namco  ,2.06m,0.68m,0.46m,0.79m,0.13m,04th May 99  
Need for Speed: Undercover    ,PS3,Electronic Arts  ,EA Vancouver  ,2.06m,0.63m,1.01m,0.05m,0.38m,17th Nov 08  
Need for Speed: ProStreet    ,X360,Electronic Arts  ,EA Black Box  ,2.05m,1.04m,0.79m,0.01m,0.21m,15th Nov 07  
Need for Speed: ProStreet    ,PS3,Electronic Arts  ,EA Black Box  ,2.04m,0.73m,0.91m,0.04m,0.36m,13th Nov 07  
PGR4 - Project Gotham Racing 4    ,X360,Microsoft Game Studios  ,Bizarre Creations  ,2.04m,0.48m,1.28m,0.02m,0.25m,02nd Oct 07  
Forza Motorsport 6    ,XOne,Microsoft Studios  ,Turn 10 Studios  ,2.02m,0.90m,0.92m,0.04m,0.16m,15th Sep 15  
Need for Speed: The Run    ,PS3,Electronic Arts  ,EA Black Box  ,2.01m,0.58m,1.05m,0.03m,0.35m,15th Nov 11  
Rad Racer    ,NES,Nintendo  ,SquareSoft  ,1.96m,1.13m,0.37m,0.41m,0.05m,01st Jan 87  
Crash Nitro Kart    ,PS2,VU Games  ,Vicarious Visions  ,1.95m,0.74m,1.01m,N/A,0.20m,13th Nov 03  
Burnout Paradise    ,PS3,Electronic Arts  ,Criterion Games  ,1.95m,1.01m,0.63m,0.02m,0.28m,22nd Jan 08  
Forza Horizon    ,X360,Microsoft Studios  ,Playground Games  ,1.94m,0.82m,0.94m,0.04m,0.16m,23rd Oct 12  
Jet Moto 2    ,PS,Sony Computer Entertainment  ,SingleTrac  ,1.94m,1.41m,0.42m,0.03m,0.07m,31st Oct 97  
MX Unleashed    ,PS2,THQ  ,Rainbow Studios  ,1.92m,0.94m,0.73m,N/A,0.25m,17th Feb 04  
Need for Speed: Shift    ,X360,Electronic Arts  ,Slightly Mad Studios  ,1.91m,0.73m,0.96m,0.01m,0.22m,15th Sep 09  
Gran Turismo Concept 2001 Tokyo    ,PS2,Unknown  ,Polyphony Digital  ,1.84m,N/A,1.10m,0.42m,0.33m,N/A  
Forza Horizon 4    ,XOne,Microsoft Studios  ,Playground Games  ,1.84m,0.74m,0.95m,0.01m,0.15m,02nd Oct 18  
Jet Moto    ,PS,Sony Computer Entertainment  ,SingleTrac  ,1.83m,1.33m,0.40m,0.03m,0.07m,31st Oct 96  
Crazy Taxi    ,DC,Sega  ,Hitmaker  ,1.81m,1.10m,0.51m,0.12m,0.08m,24th Jan 00  
The Crew    ,PS4,Ubisoft  ,Ubisoft Reflections  ,1.79m,0.44m,1.04m,0.03m,0.27m,02nd Dec 14  
Midnight Club II    ,PS2,Rockstar Games  ,Rockstar San Diego  ,1.78m,1.25m,0.29m,N/A,0.24m,09th Apr 03  
Cruis'n USA    ,N64,Nintendo  ,Midway Games  ,1.74m,1.69m,0.04m,N/A,0.01m,03rd Dec 96  
Need for Speed Underground    ,XB,Electronic Arts  ,EA Black Box  ,1.71m,1.09m,0.55m,N/A,0.07m,17th Nov 03  
Need for Speed: Undercover    ,X360,Electronic Arts  ,EA Vancouver  ,1.69m,0.80m,0.70m,0.01m,0.18m,17th Nov 08  
PGR: Project Gotham Racing 2    ,XB,Microsoft Game Studios  ,Bizarre Creations  ,1.67m,0.97m,0.59m,0.04m,0.07m,17th Nov 03  
Spy Hunter    ,PS2,Midway Games  ,Paradigm Entertainment  ,1.67m,1.13m,0.32m,N/A,0.22m,24th Sep 01  
Need for Speed Carbon    ,X360,Electronic Arts  ,EA Black Box  ,1.65m,0.76m,0.69m,0.02m,0.18m,31st Oct 06  
Kirby Air Ride    ,GC,Nintendo  ,HAL Laboratory  ,1.62m,1.01m,0.11m,0.45m,0.04m,13th Oct 03  
Sled Storm    ,PS,Electronic Arts  ,EA Canada  ,1.62m,0.90m,0.61m,N/A,0.11m,10th Aug 99  
Midnight Club 3: DUB Edition (America/Others Sales)    ,PS2,Rockstar Games  ,Rockstar San Diego  ,1.60m,1.30m,0.23m,N/A,0.07m,11th Apr 05  
F-1 World Grand Prix    ,N64,Video System  ,Paradigm Entertainment  ,1.60m,0.46m,0.96m,0.09m,0.08m,31st Jul 98  
NASCAR 2000    ,PS,EA Sports  ,Stormfront Studios  ,1.59m,0.88m,0.60m,N/A,0.10m,30th Sep 99  
Smuggler's Run    ,PS2,Rockstar Games  ,Rockstar San Diego  ,1.56m,0.77m,0.60m,N/A,0.20m,25th Oct 00  
Stuntman    ,PS2,Atari  ,Reflections Interactive  ,1.55m,0.76m,0.59m,N/A,0.20m,23rd Jun 02  
Need for Speed: Most Wanted (2012)    ,X360,Electronic Arts  ,Criterion Games  ,1.54m,0.62m,0.79m,0.01m,0.12m,30th Oct 12  
NASCAR 98    ,PS,EA Sports  ,Stormfront Studios  ,1.52m,1.43m,0.05m,N/A,0.04m,01st Jan 97  
F1 Race    ,NES,Nintendo  ,Nintendo  ,1.52m,N/A,N/A,1.52m,0.00m,02nd Nov 84  
NASCAR 99    ,PS,EA Sports  ,Stormfront Studios  ,1.52m,1.45m,0.04m,N/A,0.04m,30th Sep 98  
Forza Motorsport 7    ,XOne,Microsoft Studios  ,Turn 10 Studios  ,1.52m,0.58m,0.81m,0.01m,0.12m,03rd Oct 17  
Sonic Rivals 2    ,PSP,Sega  ,Backbone Entertainment  ,1.52m,0.44m,0.70m,N/A,0.37m,13th Nov 07  
Tokyo Xtreme Racer Zero    ,PS2,Crave Entertainment  ,Genki  ,1.50m,0.66m,0.52m,0.15m,0.17m,28th May 01  
Forza Horizon 2    ,XOne,Microsoft Studios  ,Playground Games  ,1.46m,0.56m,0.79m,0.01m,0.11m,30th Sep 14  
Sonic & SEGA All-Stars Racing    ,Wii,Sega  ,Sumo Digital  ,1.45m,0.61m,0.69m,N/A,0.15m,23rd Feb 10  
Sonic Rivals    ,PSP,Sega  ,Backbone Entertainment  ,1.44m,0.73m,0.43m,N/A,0.28m,16th Nov 06  
Kinect Joy Ride    ,X360,Microsoft Game Studios  ,Big Park  ,1.43m,0.92m,0.39m,0.00m,0.12m,04th Nov 10  
Ridge Racer    ,PSP,Namco  ,Namco  ,1.41m,0.36m,0.45m,0.32m,0.27m,22nd Mar 05  
Gran Turismo 4 Prologue    ,PS2,Sony Computer Entertainment  ,Polyphony Digital  ,1.41m,N/A,0.47m,0.77m,0.17m,18th May 04  
Twisted Metal: Black    ,PS2,Sony Computer Entertainment  ,Incognito Inc.  ,1.41m,1.19m,0.17m,N/A,0.05m,18th Jun 01  
NASCAR 2005: Chase for the Cup    ,PS2,EA Sports  ,EA Tiburon  ,1.41m,0.69m,0.54m,N/A,0.18m,31st Aug 04  
Need for Speed: Undercover    ,PS2,Electronic Arts  ,EA Vancouver  ,1.40m,0.38m,0.08m,0.03m,0.93m,17th Nov 08  
Colin McRae Rally 3    ,PS2,Codemasters  ,Codemasters  ,1.40m,0.03m,1.05m,0.02m,0.30m,22nd Apr 03  
Ridge Racer 7    ,PS3,Namco Bandai  ,Namco Bandai  ,1.37m,0.24m,0.70m,0.16m,0.26m,13th Nov 06  
Need for Speed: The Run    ,X360,Electronic Arts  ,EA Black Box  ,1.37m,0.63m,0.57m,0.00m,0.16m,15th Nov 11  
MotorStorm: Pacific Rift    ,PS3,Sony Computer Entertainment  ,Evolution Studios  ,1.36m,0.43m,0.66m,0.02m,0.25m,28th Oct 08  
Burnout Paradise    ,X360,Electronic Arts  ,Criterion  ,1.35m,0.63m,0.57m,0.01m,0.14m,22nd Jan 08  
The Simpsons: Hit & Run    ,XB,VU Games  ,Radical Entertainment  ,1.35m,0.70m,0.58m,N/A,0.07m,16th Sep 03  
Test Drive    ,PS2,Atari  ,Pitbull Syndicate  ,1.34m,0.95m,0.21m,0.01m,0.18m,27th May 02  
F1 2010    ,PS3,Codemasters  ,Codemasters Birmingham  ,1.34m,0.25m,0.75m,0.08m,0.26m,21st Sep 10  
Need for Speed Carbon    ,PS2,Electronic Arts  ,EA Black Box  ,1.34m,1.22m,0.05m,0.05m,0.01m,31st Oct 06  
Corvette    ,PS2,Global Star Software  ,Steel Monkeys  ,1.33m,0.65m,0.51m,N/A,0.17m,09th Mar 04  
Need for Speed Underground Rivals    ,PSP,Electronic Arts  ,Team Fusion  ,1.32m,0.69m,0.38m,0.02m,0.24m,14th Mar 05  
TOCA 2 Touring Car Championship    ,PS,Codemasters  ,Codemasters  ,1.32m,0.03m,1.16m,0.02m,0.11m,31st Oct 99  
TNN Motor Sports Hardcore 4x4    ,PS,ASC Games  ,Gremlin Interactive  ,1.31m,0.73m,0.50m,N/A,0.09m,30th Nov 96  
IHRA Drag Racing 2    ,PS2,Bethesda Softworks  ,Bethesda Softworks  ,1.31m,0.64m,0.50m,N/A,0.17m,09th Dec 02  
Burnout 3: Takedown    ,XB,Electronic Arts  ,Criterion Games  ,1.31m,0.84m,0.43m,N/A,0.04m,07th Sep 04  
Test Drive 5    ,PS,Accolade  ,Pitbull Syndicate  ,1.30m,1.05m,0.20m,N/A,0.05m,30th Sep 98  
Midnight Club 3: DUB Edition (America weekly sales)    ,PS2,Rockstar Games  ,Rockstar San Diego  ,1.29m,1.22m,0.05m,N/A,0.01m,11th Apr 05  
Project CARS    ,PS4,Bandai Namco Games  ,Slightly Mad Studios  ,1.28m,0.29m,0.76m,0.04m,0.19m,12th May 15  
Need for Speed Carbon    ,Wii,Electronic Arts  ,EA Black Box  ,1.28m,0.45m,0.66m,0.02m,0.15m,19th Nov 06  
Twisted Metal 4    ,PS,989 Studios  ,989 Studios  ,1.28m,1.07m,0.16m,N/A,0.04m,31st Oct 99  
Road Rash    ,PS,Electronic Arts  ,Advanced Technology Group  ,1.27m,0.71m,0.48m,N/A,0.08m,29th Dec 95  
Need for Speed Rivals    ,PS3,Electronic Arts  ,Ghost Games  ,1.27m,0.33m,0.69m,0.05m,0.19m,19th Nov 13  
Need for Speed: Most Wanted    ,X360,Electronic Arts  ,Electronic Arts  ,1.25m,1.00m,0.13m,0.02m,0.10m,16th Nov 05  
Cars 2    ,DS,Disney Interactive Studios  ,Avalanche Software  ,1.25m,0.68m,0.41m,0.04m,0.12m,21st Jun 11  
Road Rash 3D    ,PS,Electronic Arts  ,Electronic Arts  ,1.25m,1.05m,0.16m,N/A,0.04m,31st May 98  
Ridge Racer V    ,PS2,Namco  ,Namco  ,1.24m,0.24m,0.19m,0.75m,0.06m,25th Oct 00  
Need for Speed Carbon    ,PS3,Electronic Arts  ,EA Black Box  ,1.24m,0.49m,0.51m,0.03m,0.20m,17th Nov 06  
Driv3r    ,PS2,Atari  ,Reflections Interactive  ,1.23m,0.60m,0.47m,N/A,0.16m,21st Jun 04  
Vigilante 8    ,PS,Activision  ,"Luxoflux, Inc.  ",1.23m,0.68m,0.47m,N/A,0.08m,31st May 98  
Diddy Kong Racing DS    ,DS,Nintendo  ,Rare Ltd.  ,1.22m,1.09m,0.04m,N/A,0.09m,05th Feb 07  
NASCAR Thunder 2003    ,PS2,EA Sports  ,EA Tiburon  ,1.22m,0.60m,0.46m,N/A,0.16m,29th Sep 02  
Cars    ,PS2,THQ  ,Rainbow Studios  ,1.21m,1.01m,0.04m,N/A,0.16m,06th Jun 06  
Need for Speed Underground    ,GC,Electronic Arts  ,EA Black Box  ,1.21m,0.69m,0.48m,0.01m,0.03m,17th Nov 03  
Cars    ,PSP,THQ  ,Locomotive Games  ,1.21m,0.72m,0.28m,N/A,0.20m,06th Jun 06  
Test Drive 4    ,PS,Accolade  ,Pitbull Syndicate  ,1.21m,0.67m,0.46m,N/A,0.08m,30th Sep 97  
ATV Offroad Fury 3    ,PS2,Sony Computer Entertainment  ,Climax Group  ,1.20m,1.00m,0.04m,N/A,0.16m,02nd Nov 04  
F1 2011    ,PS3,Codemasters  ,Codemasters Birmingham  ,1.20m,0.12m,0.75m,0.11m,0.23m,20th Sep 11  
The Simpsons: Road Rage    ,GBA,THQ  ,Altron  ,1.19m,0.86m,0.32m,N/A,0.02m,30th Jun 03  
The Dukes of Hazzard: Racing for Home    ,PS,SouthPeak Interactive  ,Sinister Games  ,1.19m,0.99m,0.16m,N/A,0.04m,30th Nov 99  
Pole Position    ,2600,Atari  ,Atari  ,1.18m,1.10m,0.07m,N/A,0.01m,01st Jan 83  
Rage Racer    ,PS,Namco  ,Namco  ,1.17m,0.16m,0.11m,0.83m,0.08m,30th Apr 97  
Destruction Derby 2    ,PS,Sony Computer Entertainment  ,Reflections Interactive  ,1.17m,0.65m,0.44m,N/A,0.08m,31st Oct 96  
Midnight Club 3: DUB Edition Remix    ,PS2,Rockstar Games  ,Rockstar San Diego  ,1.16m,0.97m,0.04m,N/A,0.16m,13th Mar 06  
NASCAR Thunder 2002    ,PS2,EA Sports  ,EA Tiburon  ,1.16m,0.57m,0.44m,N/A,0.15m,15th Oct 01  
Sega Rally Championship    ,SAT,Sega  ,Sega-AM3  ,1.16m,0.21m,0.16m,0.77m,0.02m,05th Dec 95  
Test Drive: Off Road    ,PS,Accolade  ,Motivetime  ,1.16m,0.65m,0.44m,N/A,0.08m,28th Feb 97  
Super R.C. Pro-Am    ,GB,Nintendo  ,Rare Ltd.  ,1.14m,0.58m,0.37m,0.15m,0.04m,01st Oct 91  
Need for Speed Underground 2    ,GC,Electronic Arts  ,EA Black Box  ,1.14m,0.70m,0.39m,0.01m,0.03m,15th Nov 04  
Cars    ,GBA,THQ  ,Helixe  ,1.13m,0.81m,0.30m,N/A,0.02m,06th Jun 06  
ModNation Racers    ,PS3,Sony Computer Entertainment  ,United Front Games  ,1.13m,0.50m,0.40m,0.06m,0.16m,25th May 10  
Supercar Street Challenge    ,PS2,Activision  ,EXAKT Entertainment  ,1.12m,0.55m,0.43m,N/A,0.14m,22nd Oct 01  
Need for Speed: Most Wanted (2012)    ,PSV,Electronic Arts  ,Criterion Games  ,1.12m,0.33m,0.53m,0.01m,0.25m,30th Oct 12  
Need for Speed: ProStreet    ,Wii,Electronic Arts  ,EA Black Box  ,1.10m,0.53m,0.45m,N/A,0.12m,13th Nov 07  
F-Zero X    ,N64,Nintendo  ,Nintendo EAD  ,1.10m,0.45m,0.33m,0.29m,0.03m,30th Sep 98  
Sonic Free Riders    ,X360,Sega  ,O-TWO inc.  ,1.10m,0.75m,0.25m,N/A,0.10m,04th Nov 10  
GRID    ,PS3,Codemasters  ,Codemasters  ,1.10m,0.31m,0.57m,0.03m,0.19m,03rd Jun 08  
NASCAR Thunder 2004    ,PS2,EA Sports  ,EA Tiburon  ,1.08m,0.53m,0.41m,N/A,0.14m,16th Sep 03  
Ridge Racer Revolution    ,PS,Namco  ,Namco  ,1.07m,0.17m,0.12m,0.71m,0.07m,30th Sep 96  
Hot Wheels Turbo Racing    ,PS,Electronic Arts  ,Stormfront Studios  ,1.07m,0.59m,0.40m,N/A,0.07m,22nd Sep 99  
Freekstyle    ,PS2,EA Sports BIG   ,Page 44 Studios  ,1.06m,0.52m,0.41m,N/A,0.14m,17th Jun 02  
DiRT 3    ,PS3,Codemasters  ,Codemasters  ,1.06m,0.27m,0.58m,0.01m,0.20m,24th May 11  
Seek and Destroy    ,PS2,Conspiracy Entertainment  ,Barnhouse Effect  ,1.06m,0.52m,0.40m,N/A,0.14m,11th Dec 02  
DiRT    ,PS3,Codemasters  ,Codemasters  ,1.05m,0.16m,0.66m,N/A,0.23m,11th Sep 07  
The Simpsons: Road Rage    ,XB,Electronic Arts  ,Radical Entertainment  ,1.05m,0.78m,0.26m,N/A,0.01m,01st Dec 01  
Forza Motorsport    ,XB,Microsoft Game Studios  ,Turn 10 Studios  ,1.05m,0.52m,0.51m,N/A,0.02m,03rd May 05  
Sonic & SEGA All-Stars Racing    ,DS,Sega  ,Sumo Digital  ,1.05m,0.43m,0.51m,N/A,0.11m,23rd Feb 10  
ATV: Quad Power Racing    ,PS,Acclaim Entertainment  ,Climax Group  ,1.04m,0.58m,0.39m,N/A,0.07m,23rd Aug 00  
F-Zero: Maximum Velocity    ,GBA,Nintendo  ,"Nd Cube Co., Ltd.  ",1.04m,0.39m,0.16m,0.37m,0.12m,12th Jun 01  
Jeremy McGrath Supercross 98    ,PS,Acclaim Entertainment  ,Acclaim Entertainment  ,1.04m,0.91m,0.10m,N/A,0.03m,31st May 98  
WipEout Pure    ,PSP,Sony Computer Entertainment  ,Studio Liverpool  ,1.04m,0.47m,0.34m,N/A,0.23m,16th Mar 05  
Need for Speed: Most Wanted    ,XB,Electronic Arts  ,EA Canada  ,1.04m,0.53m,0.46m,N/A,0.05m,15th Nov 05  
MotorStorm: Arctic Edge    ,PSP,Sony Computer Entertainment  ,Bigbig Studios  ,1.04m,0.16m,0.58m,0.00m,0.30m,29th Sep 09  
MX vs. ATV Unleashed    ,PS2,THQ  ,Rainbow Studios  ,1.03m,0.86m,0.03m,N/A,0.14m,16th Mar 05  
F1 2012    ,PS3,Codemasters  ,Codemasters Birmingham  ,1.01m,0.12m,0.65m,0.05m,0.18m,18th Sep 12  
Ford Racing 2    ,PS2,Gotham Games  ,Razorworks Studios  ,1.00m,0.49m,0.38m,N/A,0.13m,28th Oct 03  
Excitebike 64    ,N64,Nintendo  ,Left Field Productions  ,1.00m,0.65m,0.15m,0.19m,0.01m,30th Apr 00  
Road & Track Presents: The Need for Speed    ,PS,Electronic Arts  ,EA Canada  ,1.00m,0.56m,0.38m,N/A,0.07m,01st Jan 96  
The Simpsons: Hit & Run    ,GC,VU Games  ,Radical Entertainment  ,0.99m,0.77m,0.20m,N/A,0.03m,16th Sep 03  
DiRT 2    ,PS3,Codemasters  ,Codemasters  ,0.99m,0.27m,0.53m,0.00m,0.19m,08th Sep 09  
Midnight Club: LA Remix    ,PSP,Rockstar Games  ,Rockstar London  ,0.99m,0.52m,0.28m,N/A,0.19m,20th Oct 08  
Cars: Race-O-Rama    ,Wii,THQ  ,Rainbow Studios  ,0.99m,0.61m,0.29m,N/A,0.09m,13th Oct 09  
